"t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13","t14","t15","t16","t17","t18","t19","t20","t21","t22","t23","t24","group"
358,199,176,142,165,278,547,1413,1452,1236,1126,1218,1261,1551,1785,2095,2284,2299,1896,1469,1432,1264,828,545,3
276,201,143,103,124,241,580,1419,1502,1288,1124,1210,1239,1666,1761,2006,2433,2471,2066,1871,1634,1348,963,605,3
314,209,140,114,162,256,594,1391,1491,1231,1171,1216,1273,1575,1845,2084,2431,2545,2229,1819,1628,1264,978,647,3
366,223,153,122,147,242,557,1428,1509,1348,1186,1284,1359,1602,1922,2146,2423,2538,2423,2464,2015,1550,1055,806,4
504,338,202,191,248,331,617,1095,1090,1351,1518,1686,1601,1976,2313,2554,2747,2800,2829,2711,2489,2380,2443,2195,5
1556,559,322,279,311,365,545,883,1131,1542,2123,2491,2231,2626,2672,2726,2777,2824,2854,2826,2745,2783,2721,2408,1
1632,432,233,164,193,441,1093,2026,1884,1502,1402,1438,1363,1760,2101,2428,2476,2696,2337,2508,2364,2013,1119,662,2
395,223,171,150,170,282,613,1462,1508,1242,1144,1223,1289,1649,1803,2203,2395,2635,2598,1851,1711,1526,949,537,3
326,213,140,113,146,231,608,1416,1493,1209,1132,1187,1214,1635,1719,2040,2377,2584,2365,1930,1728,1467,1009,625,3
364,218,149,118,162,285,601,1445,1392,1328,1061,1236,1267,1545,1832,2050,2412,2614,2460,1903,1755,1484,985,580,3
519,307,203,171,208,362,605,1044,1242,1364,1454,1564,1577,1739,2257,2681,2769,2785,2699,2773,2595,2433,2468,2297,5
1942,724,408,346,290,380,550,963,1093,1564,2079,2512,2312,2498,2707,2910,2788,2649,2873,2948,2863,2871,2401,2307,1
2221,813,231,171,182,433,1103,1963,1993,1523,1351,1475,1611,1922,2137,2455,2537,2558,2639,2445,2351,2348,2181,1021,2
413,214,177,142,144,240,540,1427,1487,1272,1333,1451,1637,1977,2219,2367,2405,2620,2104,1021,690,530,265,168,3
179,155,93,99,115,248,646,1598,1472,1101,995,1049,1062,1314,1381,1477,1813,1907,1594,1401,1374,1000,729,465,3
268,165,170,109,132,253,573,1418,1546,1263,1225,1233,1385,1649,1835,2050,2348,2589,2259,1851,1607,1351,909,620,4
382,237,207,141,219,297,552,1065,1117,1196,1464,1524,1570,1921,2123,2283,2781,2926,2859,2728,2657,2618,2509,1686,5
898,435,341,255,243,297,501,829,1042,1377,2000,2292,2280,2452,2624,2707,2821,2809,2688,2820,2969,2740,2529,2053,1
728,339,183,123,164,415,1086,2029,1820,1384,1335,1402,1341,1512,2012,2243,2547,2523,2575,2339,2482,1594,1039,600,2
342,212,162,136,162,262,583,1435,1463,1254,1039,1206,1287,1611,1813,2062,2461,2634,2427,2130,1702,1349,920,592,3
316,160,144,132,169,283,583,1443,1462,1230,1121,1212,1264,1627,1863,2146,2469,2468,2377,2126,1719,1268,963,554,3
299,193,118,101,171,247,554,1432,1497,1157,1021,1142,1233,1546,1729,1957,2185,2526,1947,1552,1523,1298,888,540,3
284,178,136,99,128,246,519,1377,1430,1278,1115,1208,1283,1472,1607,1929,1914,2519,2402,1853,1675,1368,1042,657,4
469,289,191,175,210,274,534,1078,1035,1188,1316,1493,1571,1819,2197,2417,2600,2703,2599,2515,2643,2407,2361,1888,5
802,458,335,204,233,283,479,790,1029,1507,2056,2415,2513,2362,2578,2737,2791,2825,2835,2471,2764,2667,2598,2275,1
1123,337,178,118,166,372,1081,1993,1934,1419,1289,1275,1303,1661,1998,2232,2471,2569,2411,2368,1768,1393,949,530,2
328,206,156,121,153,235,535,1458,1488,1247,1052,1157,1194,1498,1669,1928,2183,2591,2182,1689,1496,1232,848,503,3
278,186,134,96,148,257,528,1415,1516,1174,1162,1118,1194,1523,1684,1985,2155,2550,2497,1868,1613,1318,849,548,3
355,197,140,102,151,229,561,1450,1550,1158,1152,1160,1240,1530,1659,2068,2442,2662,2360,1838,1584,1282,875,499,3
323,197,143,117,171,256,527,1382,1476,1249,1088,1208,1266,1642,1775,2166,2385,2570,2391,2370,1764,1550,1197,767,4
915,755,650,198,218,275,507,1006,1046,1227,1420,1582,1556,1859,2127,2435,2608,2859,2814,2799,2602,2319,2276,1434,5
851,458,281,205,221,272,463,817,1011,1307,1823,2075,2236,2388,2494,2604,2799,2850,2891,2688,2691,2553,2589,2030,1
763,360,162,133,168,433,1045,2075,1887,1433,1407,1419,1382,1629,2019,2358,2683,2585,2457,2189,2496,1662,1017,542,2
297,173,143,101,117,233,533,1488,1467,1311,1180,1279,1240,1812,1891,2150,2462,2440,2519,2473,2283,1456,958,517,3
383,209,147,120,145,212,571,1431,1482,1256,1133,1313,1306,1537,1912,2065,2432,2412,2318,2395,1651,1119,786,480,3
280,183,150,112,142,239,537,1504,1497,1276,1103,1190,1219,1616,1748,2126,2510,2583,2211,1975,1844,1391,1007,557,3
325,197,159,126,145,239,573,1444,1538,1208,1212,1220,1329,1621,1907,2239,2588,2608,2414,2433,2463,1532,1083,712,4
485,258,204,174,187,283,506,1011,1152,1308,1348,1557,1458,1834,2001,2397,2675,2806,2644,2721,2581,2406,2384,2291,5
1042,499,335,306,244,341,521,842,1143,1585,1982,2379,2390,2496,2682,2760,2824,2921,2857,2839,2791,2842,2521,2092,1
1736,423,217,143,161,400,1090,2060,1861,1467,1378,1488,1453,1819,1985,2311,2451,2548,2526,2409,2354,2347,1914,661,2
321,245,151,124,194,257,549,1502,1500,1326,1127,1192,1333,1501,1828,1984,2520,2514,2271,2302,2015,1239,864,506,3
294,174,139,110,121,236,541,1476,1510,1303,1091,1210,1266,1595,1857,2126,2367,2637,2189,1827,1575,1244,930,550,3
295,170,119,107,170,238,559,1467,1499,1216,1049,1163,1228,1462,1726,2027,2494,2528,2434,2239,1732,1415,913,521,3
309,166,158,105,153,243,561,1474,1480,1287,1098,1235,1253,1566,1847,2122,2477,2698,2470,2497,2166,1713,1175,754,4
447,327,219,163,212,296,539,1044,1211,1237,1386,1517,1565,1878,2173,2400,2673,2800,2846,2675,2562,2552,2498,2165,5
1491,507,336,228,250,294,547,875,1173,1663,2017,2470,2466,2520,2638,2584,2732,2878,2893,2795,2791,2778,2600,2347,1
1188,401,193,152,178,410,1108,2105,1872,1535,1372,1421,1498,1813,2127,2359,2586,2597,2543,2540,2441,2228,1969,728,2
405,213,157,134,172,266,620,1456,1572,1281,1168,1251,1274,1632,1999,2264,2458,2514,2572,2483,2230,1528,1001,598,3
290,196,117,118,147,270,553,1490,1511,1341,1206,1247,1209,1755,1921,2245,2515,2649,2568,2445,1836,1391,986,557,3
370,205,174,107,151,229,582,1497,1615,1270,1148,1213,1247,1643,1977,2197,2502,2635,2475,2551,1908,1415,983,583,3
341,174,163,121,159,253,566,1432,1581,1297,1150,1262,1327,1714,1895,2108,2447,2544,2455,2330,2252,1850,1167,763,4
496,319,215,180,202,325,581,1069,1199,1399,1594,1615,1556,1793,2140,2553,2816,2805,2864,2725,2516,2573,2455,2123,5
1137,502,278,249,251,329,519,815,1214,1626,2157,2409,2210,2535,2453,2750,2754,2998,2918,2743,2714,2777,2277,2197,1
648,289,149,135,161,380,1063,1977,1768,1358,1183,1199,1260,1507,1751,1974,2269,2135,2224,1528,1459,1072,789,531,2
305,174,149,117,163,260,604,1477,1502,1164,1055,1138,1189,1491,1651,1911,2168,2281,1954,1567,1192,984,931,482,3
270,195,159,125,149,277,610,1438,1529,1217,1068,1201,1185,1444,1751,1940,2333,2419,2146,1657,1457,1148,856,489,3
317,190,138,117,138,277,579,1524,1549,1154,1052,1156,1186,1523,1749,1880,2257,2371,1856,1593,1243,1006,757,423,3
303,211,135,137,156,283,527,1459,1582,1211,1134,1208,1344,1687,1636,1994,2328,2577,2214,1767,1509,1235,1154,689,4
819,399,214,170,220,490,1241,2158,2004,1530,1358,1503,1462,1824,1923,2207,2540,2573,2289,1850,1482,1196,868,532,3
321,176,104,87,145,237,608,1532,1515,1339,1258,1226,1243,1615,1844,2027,2423,2573,2030,1727,1416,1117,774,526,3
317,211,148,160,151,246,582,1478,1504,1251,1115,1181,1232,1505,1674,2020,2282,2436,2063,1650,1295,1007,768,525,3
327,212,131,123,160,241,542,1426,1584,1226,1131,1185,1217,1551,1864,1980,2362,2552,2164,1797,1441,1240,996,740,4
457,300,225,197,204,313,563,1093,1224,1335,1473,1504,1489,1733,1987,2267,2480,2740,2540,2538,2361,2243,2276,2167,5
979,475,355,364,320,310,458,873,1209,1635,2082,2349,2475,2607,2648,2727,2805,2924,2913,2830,2835,2632,2549,2211,1
633,266,169,118,171,386,999,1910,1897,1334,1170,1247,1287,1592,1814,1977,2383,2321,2068,1671,1432,1119,689,475,2
334,184,127,137,149,239,553,1406,1517,1147,1028,1165,1201,1523,1588,1791,2179,2264,1869,1439,1222,944,691,432,3
255,192,130,135,161,230,547,1425,1514,1219,1014,1150,1137,1444,1680,1872,2154,2338,1933,1552,1234,1013,743,490,3
338,177,147,122,168,240,562,1430,1483,1178,975,1073,1130,1376,1594,1660,2039,2329,1914,1462,1241,996,722,465,3
314,178,144,104,144,255,531,1419,1539,1225,1082,1122,1311,1644,1787,2073,2296,2622,2353,1895,1425,1211,986,652,4
461,304,192,182,209,269,496,1155,1303,1351,1388,1492,1347,1733,2030,2169,2487,2753,2440,2293,2209,2047,1983,1071,5
632,399,295,281,199,227,343,504,718,1042,1508,1760,1930,2188,2376,2550,2021,1737,1245,1116,1169,855,516,286,1
186,113,83,70,124,299,852,1784,1802,1285,1067,1127,1107,1336,1392,1520,1800,1825,1506,1427,1095,872,661,458,2
261,181,138,104,154,254,584,1432,1542,1251,1024,1079,1145,1405,1521,1840,1978,2255,1921,1323,1050,877,595,373,3
247,191,135,102,157,223,558,1392,1522,1162,1051,1071,1163,1459,1613,1852,2122,2196,1778,1338,1046,852,603,447,3
155,47,32,50,183,270,581,1446,1550,1163,957,1080,1167,1510,1675,1996,2063,2643,1835,1293,1082,881,622,427,3
249,167,135,106,155,248,532,1436,1587,1227,1088,1192,1141,1590,1754,2031,2357,2619,2267,1662,1500,1221,912,706,4
462,297,225,187,212,331,608,1120,1171,1257,1396,1626,1416,1808,1987,2492,2598,2720,2860,2670,2389,2338,2327,2289,5
906,541,363,302,297,341,533,859,1183,1507,1700,2410,2557,2146,2603,2738,2863,2977,2942,2869,2798,2788,2467,2185,1
663,276,126,122,168,397,1068,2054,1819,1384,1235,1287,1360,1699,1859,2144,2322,2677,2711,1833,1433,1067,827,509,2
254,184,164,114,143,276,605,1476,1557,1229,1099,1143,1237,1615,1696,1872,2249,2414,2087,1509,1229,977,835,466,3
284,175,143,116,155,264,565,1410,1539,1236,998,1008,1136,1430,1641,1810,2176,2380,1952,1401,1222,1013,723,447,3
376,230,168,111,159,268,577,1450,1548,1215,1003,1146,1275,1663,1833,1997,2315,2470,1996,1551,1277,1012,704,536,3
307,169,137,117,119,273,546,1445,1550,1232,1089,1138,1235,1562,1793,2030,2314,2666,2483,1846,1424,1159,946,685,4
408,320,200,165,186,329,521,1087,1138,1277,1292,1437,1443,1798,2027,2415,2679,2701,2724,2501,2459,2148,2399,2002,5
860,515,317,310,272,276,502,805,1103,1411,2013,2251,2374,2465,2508,2760,2900,2923,2822,2750,2709,2367,2247,1394,1
608,263,163,126,155,367,1006,1954,1891,1318,1178,1233,1216,1652,1733,1983,2410,2586,2369,1590,1348,1031,742,486,2
284,174,150,115,170,218,573,1406,1576,1239,1060,1109,1162,1570,1660,1827,2148,2437,2010,1411,1142,957,658,432,3
250,163,182,131,131,274,583,1417,1575,1199,1036,1194,1159,1498,1606,1869,2301,2511,1973,1414,1126,950,728,501,3
316,180,147,113,158,230,500,1420,1501,1254,1054,1150,1209,1548,1632,2164,2280,2585,2285,1832,1496,1133,927,731,3
740,375,185,141,173,448,1129,2055,1868,1403,1245,1311,1326,1660,1801,2182,2399,2787,2428,1674,1355,1057,809,499,2
273,203,181,111,159,231,599,1447,1525,1270,1069,1092,1189,1450,1708,1853,2315,2412,2012,1401,1211,930,754,468,3
306,171,161,134,145,268,571,1382,1504,1285,1076,1128,1193,1528,1535,1958,2374,2588,2036,1522,1292,1050,793,478,3
334,229,182,103,137,286,627,1410,1548,1235,1004,1115,1154,1543,1808,1908,2260,2533,2162,1475,1336,1064,755,498,3
270,178,161,112,200,253,603,1428,1545,1237,1138,1167,1245,1648,1853,2226,2494,2317,2598,1752,1392,1196,975,659,4
484,335,253,167,214,325,574,1029,1136,1235,1345,1432,1425,1770,2007,2408,2650,2899,2823,2712,2648,2445,2249,1393,5
915,560,347,285,300,338,522,871,1163,1435,1879,2082,2261,2475,2643,2686,2895,3010,2976,2873,2839,2508,2385,1703,1
644,287,147,103,212,380,1038,1963,1851,1399,1211,1339,1377,1659,1874,2244,2233,2716,2513,2175,1454,1050,799,505,2
272,190,151,116,164,274,557,1430,1505,1256,1106,1166,1205,1504,1670,2090,2303,2548,2246,1473,1136,1003,706,439,3
274,165,142,139,137,263,588,1384,1554,1204,1085,1177,1181,1608,1743,1925,2269,2100,2089,1362,1118,869,632,403,3
286,186,124,119,149,253,558,1420,1506,1216,1072,1159,1197,1474,1613,1921,2296,2550,1995,1342,1161,1005,770,481,3
296,179,136,104,134,252,584,1394,1509,1220,1064,1157,1185,1576,831,1789,2844,2656,2551,2233,1426,1180,960,648,4
474,358,235,200,202,326,549,1088,1203,1328,1539,1579,1686,2001,2292,2460,2715,2343,2654,2891,2523,2446,2243,1236,5
809,561,336,247,355,334,496,866,1057,1444,1957,2430,2433,2558,2699,2850,2850,2949,2937,2737,2864,2762,2394,1889,1
641,265,179,129,161,387,1010,1982,1878,1396,1277,1368,1353,1620,2006,2311,2358,2548,2448,2009,1356,977,750,488,2
276,182,131,112,160,273,545,1386,1510,1177,1108,1184,1158,1550,1668,1791,2266,2624,1842,1430,1115,830,728,418,3
286,178,123,113,159,243,543,1398,1519,1209,1049,1102,1161,1521,1673,1948,2311,2631,2353,1514,1336,1026,771,481,3
329,214,153,135,158,230,596,1463,1475,1156,1013,1170,1184,1438,1668,1971,2313,2674,2096,1459,1203,967,771,454,3
288,203,141,115,145,211,538,1384,1493,1209,1139,1164,1227,1622,1854,2208,2422,2722,2580,2105,1514,1212,987,672,4
492,304,227,216,220,301,569,1094,1191,1271,1297,1449,1423,1813,2022,2392,2642,2919,2627,2587,2403,2422,2374,1951,5
809,474,326,272,306,335,426,735,952,1368,2046,2328,2375,2412,2509,2622,2832,2866,2715,2221,2510,2247,2092,910,1
462,239,145,103,161,376,976,1933,1746,1389,1163,1258,1278,1483,1744,2091,2513,2685,1918,1469,1208,922,694,423,2
263,189,159,119,152,240,542,1334,1490,1181,1016,1082,1099,1453,1660,1883,2258,2309,1852,1341,1074,907,687,434,3
187,126,97,84,108,276,510,1405,1468,1155,1039,1192,1123,1500,1540,1866,2376,2552,2071,1460,1201,1048,819,515,3
340,207,155,155,185,258,550,1450,1508,1282,1039,1141,1178,1534,1659,2047,2520,2628,1888,1368,1195,912,734,418,3
300,210,129,93,125,255,522,1310,1569,1314,1036,1141,1249,1609,1861,2083,2440,2637,2119,1575,1287,1081,980,677,4
443,296,213,187,253,319,530,1010,1170,1248,1358,1567,1732,1909,2012,2528,2779,2914,2842,2432,2338,2313,2231,1978,5
836,539,323,283,276,371,470,893,1105,1400,1917,2305,2504,2511,2509,2693,2881,2743,2816,2893,2402,2376,2283,1125,1
515,270,152,133,132,356,1005,1924,1812,1456,1225,1364,1314,1600,1931,2207,2457,2715,2468,1600,1361,971,772,440,2
273,178,165,102,147,278,577,1421,1515,1253,1105,1106,1153,1472,1760,2019,2221,2546,2160,1386,1276,990,666,446,3
285,167,122,120,136,257,541,1369,1487,1256,1001,1160,1221,1486,1796,2108,2401,2475,1972,1394,1176,968,717,382,3
286,166,132,93,119,239,495,1382,1495,1197,1034,1127,1140,1528,1621,1825,2123,2268,1664,1297,1088,848,724,418,3
292,231,146,115,112,225,475,1328,1529,1348,1119,1211,1208,1551,1883,2124,2459,2562,2191,1554,1291,1154,909,670,4
501,327,227,162,188,282,491,986,1123,1249,1414,1714,1696,1910,2186,2406,2592,2665,2622,2501,2487,2193,1733,1040,5
741,457,321,205,240,299,464,843,1018,1329,1865,2273,2395,2586,2724,2833,2559,2930,2767,2744,2863,2398,2162,1595,1
520,262,149,108,153,334,929,1908,1836,1404,1223,1315,1404,1726,1941,2147,2533,2671,2133,1377,1155,839,643,373,2
217,156,141,93,115,235,530,1351,1409,1125,978,1076,1055,1375,1757,1984,2077,2283,1576,1158,1074,809,601,381,3
254,188,143,93,139,210,540,1375,1493,1178,1033,1120,1118,1468,1588,1866,2187,2508,2068,1355,1133,893,726,455,3
294,185,150,109,126,235,554,1457,1579,1186,1027,1112,1138,1520,1673,1988,2509,2655,2129,1554,1218,1068,689,432,3
279,185,142,114,131,229,537,1437,1528,1221,1148,1175,1233,1630,1837,2113,2473,2709,2624,2202,1636,1314,999,680,4
540,357,284,233,241,283,520,1123,1244,1219,1304,1493,1495,1721,2082,2321,2686,2961,2626,2566,2563,2410,2393,2352,5
882,520,303,288,249,299,469,861,1142,1380,1933,2313,2362,2458,2548,2845,2951,3021,2919,2821,2558,2781,2690,1925,1
583,299,164,118,142,349,990,1964,1877,1385,1182,1305,1381,1667,1861,2261,2582,2531,2534,2320,2155,1072,832,509,2
316,202,160,106,178,243,532,1460,1527,1216,1033,1176,1289,1467,1622,1962,2308,2634,2407,1559,1316,955,713,445,3
295,157,158,103,141,225,492,1422,1548,1165,978,1144,1138,1555,1627,1925,2451,2544,2029,1432,1199,993,721,444,3
298,167,118,91,128,237,531,1444,1555,1168,1053,1176,1203,1591,1889,2015,2390,2578,1984,1322,1213,975,842,451,3
271,200,113,127,121,227,518,1412,1569,1207,1160,1190,1302,1528,1819,2083,2519,2725,2556,1850,1401,1210,1056,720,4
520,337,253,165,195,261,343,610,963,1849,2109,2251,1854,2048,2360,2267,2580,2953,2451,2024,2138,2178,2189,1299,5
736,522,340,274,309,338,469,760,1045,1381,1884,2452,2440,2214,2717,2886,2930,2968,3024,2648,2525,2672,2491,2227,1
238,180,146,102,158,222,499,1382,1543,1211,989,1076,1059,1415,1579,1760,2100,2351,1718,1210,1088,921,650,450,3
373,179,144,97,131,202,477,1358,1493,1175,1051,1119,1123,1510,1709,1793,2323,2621,1925,1470,1227,928,713,435,3
306,197,138,88,151,224,512,1422,1502,1177,1039,1110,1157,1454,1715,1713,1998,2214,1620,1270,999,920,731,465,3
311,191,124,97,130,217,499,1361,1563,1180,1132,1178,1252,1594,1765,1931,2388,2713,2496,1664,1321,1183,997,757,4
659,364,289,224,175,259,437,1039,1122,1220,1364,1570,1570,1842,2075,2467,2814,2990,2477,2695,2486,2279,2331,1432,5
914,544,437,284,331,301,429,839,1048,1377,2005,2315,2441,2607,2568,2724,2907,3001,2971,2687,2887,2682,2418,1833,1
640,294,161,126,160,376,889,1908,1849,1455,1323,1424,1378,1710,1983,2237,2483,2610,2202,1413,1194,943,703,450,2
307,189,125,97,138,220,506,1390,1591,1275,1127,1182,1231,1627,1756,1984,2151,2176,1638,1184,1013,839,631,418,3
256,159,131,85,131,220,473,1383,1579,1183,1019,1071,1190,1501,1637,1943,2224,2522,2070,1326,1122,990,812,520,3
341,217,142,109,134,230,466,1416,1554,1222,1104,1156,1192,1488,1734,1811,2196,2437,1905,1304,1049,948,796,464,3
274,186,156,93,115,197,483,1348,1497,1281,1119,1149,1185,1523,1797,2015,2376,2534,2192,1561,1380,1158,953,777,4
565,378,323,169,212,270,456,1053,1132,1220,1343,1513,1449,1762,2047,2474,2666,2737,2495,2477,2401,2229,2321,1720,5
1016,625,446,367,295,271,440,784,1039,1362,1927,2359,2463,2599,2594,2844,2914,2978,2755,2801,2813,2605,2189,2308,1
886,377,171,102,145,374,906,1921,1904,1408,1249,1384,1381,1687,2062,2325,2645,2658,2459,2373,2131,1126,901,499,2
323,217,158,126,162,253,488,1374,1541,1260,1062,1149,1218,1499,1610,1832,2024,2662,2053,1330,1157,949,738,518,3
332,202,156,120,127,211,475,1361,1596,1208,1046,1192,1236,1458,1733,1859,2342,2555,2081,1428,1211,1087,885,663,3
313,70,114,114,200,274,499,1337,1560,1174,1041,1131,1222,1558,1656,2069,2406,2645,2179,1507,1200,937,758,539,3
204,45,90,102,173,213,513,1349,1529,1266,1174,1244,1256,1583,1887,2137,2498,2622,2463,2221,1420,1237,1024,717,4
473,329,205,205,185,273,461,950,1153,1369,1476,1618,1426,1750,1946,2300,2593,2707,2493,2405,2283,2133,2150,1410,5
881,500,432,295,282,307,402,730,969,1319,1830,2379,2663,2719,2753,2793,2884,2885,2617,1811,2077,2409,2047,1062,1
615,382,174,124,122,342,902,1899,1880,1368,1224,1314,1362,1721,1936,2127,2463,2730,2490,1543,1282,1067,914,717,2
451,284,224,212,195,266,535,1471,1583,1257,1088,1190,1252,1508,1783,2043,2307,2677,2483,1472,1249,1003,801,515,3
313,221,132,89,118,224,482,1434,1516,1300,1100,1162,1242,1582,1761,1842,2467,2617,2466,2347,1464,1196,905,617,3
319,197,157,141,142,227,550,1404,1469,1277,1108,1244,1234,1496,1739,2330,2314,2615,2332,1539,1298,937,777,476,3
302,189,125,117,127,218,469,1343,1611,1211,1239,1215,1308,1773,1800,2159,2476,2600,2263,1532,1232,1030,826,545,4
354,253,160,128,160,243,509,1172,1189,1287,1178,1464,1381,1749,2050,2401,2577,2586,2624,2131,1510,1528,1570,968,5
643,381,274,171,174,233,353,674,906,1241,1681,1988,1940,2205,2406,2589,2531,2657,2393,1899,2248,2050,1539,936,1
478,220,145,96,129,296,814,1818,1887,1390,1272,1299,1321,1605,1920,2215,2455,2648,2460,2300,1505,1118,809,495,2
318,218,140,108,124,244,489,1413,1541,1332,1209,1270,1291,1615,2034,2331,2562,2685,2445,2340,1469,1149,841,559,3
318,238,181,117,154,225,465,1353,1496,1214,1275,1410,1593,1875,2168,2486,2592,2363,2629,2240,1748,1250,1008,893,3
